Id,Predicted
6748,0.2838709677419355
6753,0.2064516129032258
6755,0.3032258064516129
6758,0.0903225806451612
6763,0.8580645161290322
6766,0.1290322580645161
6790,0.2516129032258064
6791,0.1677419354838709
6793,0.5290322580645161
6819,0.4645161290322581
6821,0.1548387096774193
6824,0.4451612903225806
6851,0.8774193548387097
6852,0.1225806451612903
6855,0.0193548387096774
6856,0.3278937381404174
6857,0.0580645161290322
6859,0.5741935483870968
6861,0.0196415770609319
6866,0.3548387096774194
6868,0.3580645161290323
6871,0.3096774193548387
6872,0.6064516129032258
6875,0.2129032258064516
6877,0.0387096774193548
6878,0.0774193548387096
6887,0.0516129032258064
6908,0.3935483870967742
6913,0.2064516129032258
6922,0.3290322580645161
6923,0.0774193548387096
6926,0.0903225806451612
6932,0.0516129032258064
6934,0.1419354838709677
6938,0.1741935483870967
6942,0.0064516129032258
6948,0.2831932773109243
6956,0.1741935483870967
6959,0.535483870967742
6962,0.1032258064516129
6969,0.0064516129032258
6970,0.1483870967741935
6984,0.0838709677419354
7001,0.1233282130056323
7035,0.0451612903225806
7037,0.0569259962049335
7046,0.535483870967742
7049,0.0777060931899641
7050,0.1741935483870967
7051,0.1225806451612903
7067,0.1293189964157706
7072,0.1161290322580645
7085,0.4967741935483871
7087,0.0451612903225806
7088,0.0903225806451612
7091,0.0580645161290322
7096,0.0516129032258064
7100,0.2258064516129032
7110,0.1290322580645161
7115,0.5096774193548387
7119,0.032258064516129
7122,0.8580645161290322
7129,0.1548387096774193
7139,0.0903225806451612
7147,0.5225806451612903
7151,0.1161290322580645
7164,0.1359447004608295
7167,0.1290322580645161
7168,0.1096774193548387
7171,0.1354838709677419
7172,0.0827324478178368
7181,0.2313364055299539
7187,0.0580645161290322
7195,0.1612903225806451
7199,0.0
7200,0.1419354838709677
7201,0.1870967741935484
7202,0.1032258064516129
7209,0.8387096774193549
7219,0.0193548387096774
7221,0.5870967741935483
7230,0.0258064516129032
7242,0.064516129032258
7250,0.1419354838709677
7253,0.0967741935483871
7255,0.2002867383512545
7264,0.2454480286738351
7277,0.232258064516129
7279,0.1870967741935484
7286,0.1548387096774193
7292,0.0193548387096774
7294,0.0774193548387096
7295,0.244770338242824
